,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
373,Tuy Hoa,31,VN,1584426392,76,13.08,109.3,78.78,10.89
374,Praia da Vitória,40,PT,1584426392,77,38.73,-27.07,60.8,15.21
375,Charter Township of Clinton,90,US,1584426392,86,42.59,-82.92,39.99,6.93
376,Pedasí,49,PA,1584426139,87,7.53,-80.03,74.64,15.59
377,Mayahi,43,NE,1584426393,10,13.96,7.67,69.96,10.29
378,Half Moon Bay,1,US,1584425729,86,37.46,-122.43,48.2,8.1
379,Luganville,90,VU,1584426393,83,-15.53,167.17,82.4,5.82
380,Bay Saint Louis,1,US,1584426393,83,30.31,-89.33,71.6,4.7
381,Tura,3,IN,1584426141,21,25.52,90.22,88.32,8.19
382,‘Āhuimanu,90,US,1584426394,100,21.44,-157.84,78.8,5.82
383,Aborlan,20,PH,1584426394,62,9.44,118.55,89.6,9.17
384,Najrān,5,SA,1584426394,29,17.49,44.13,75.2,3.04
385,Katsuura,75,JP,1584426395,70,35.13,140.3,55.0,8.05
386,Gdov,11,RU,1584426395,83,58.74,27.81,30.54,3.06
387,Grand Gaube,75,MU,1584426142,78,-20.01,57.66,80.01,11.41
388,Kibuye,75,RW,1584426395,77,-2.06,29.35,64.4,9.17
389,Karnobat,5,BG,1584426396,92,42.65,26.98,36.0,2.48
390,College,1,US,1584426396,92,64.86,-147.8,27.0,3.36
391,Larsnes,75,NO,1584426396,80,62.2,5.58,44.6,36.91
392,Kiryat Gat,75,IL,1584426301,77,31.61,34.76,62.01,6.93
393,Ferme-Neuve,100,CA,1584426397,95,46.7,-75.45,24.96,5.35
394,Cabedelo,40,BR,1584426226,88,-6.98,-34.83,78.8,3.36
395,Manggar,9,ID,1584426397,67,-2.88,108.27,84.54,5.55
396,Korem,79,ET,1584426397,62,12.51,39.52,64.56,4.38
397,São João da Barra,62,BR,1584426008,88,-21.64,-41.05,76.44,10.8
398,Portland,1,US,1584425841,52,45.52,-122.68,48.99,6.93
399,Nizwá,0,OM,1584426398,38,22.93,57.53,72.66,4.9
400,Yanam,20,IN,1584426398,58,16.73,82.22,87.8,6.93
401,Forestville,90,US,1584426398,70,38.85,-76.88,45.0,9.17
402,Tiznit Province,0,MA,1584426399,84,29.58,-9.5,47.1,1.34
403,Garoowe,100,SO,1584426399,64,8.41,48.48,77.34,11.59
404,Creel,27,MX,1584426399,75,27.75,-107.63,46.38,3.78
405,Elbistan,97,TR,1584426399,94,38.21,37.2,28.92,8.68
406,Sabang,80,ID,1584426399,79,5.89,95.32,83.64,15.88
407,Piopio,42,NZ,1584426147,38,-38.47,175.02,66.0,8.01
408,Zhigansk,97,RU,1584426400,92,66.77,123.37,-6.72,15.93
409,Channel-Port aux Basques,0,CA,1584426400,60,47.57,-59.14,24.6,6.31
410,Oranjemund,0,NA,1584426010,81,-28.55,16.43,64.38,3.2
411,Walvis Bay,90,NA,1584426401,82,-22.96,14.51,62.6,4.7
412,Boralday,40,KZ,1584426148,24,43.36,76.86,66.2,4.47
413,Bathsheba,40,BB,1584426389,83,13.22,-59.52,73.4,5.82
414,Caravelas,98,BR,1584426401,75,-17.71,-39.25,80.22,4.52
415,Gimli,68,CA,1584426183,81,50.63,-96.99,19.0,5.99
416,Mandalgovi,62,MN,1584426402,19,45.76,106.27,51.6,15.19
417,Chunhuhub,0,MX,1584426402,97,19.55,-88.68,67.44,2.15
418,Margate,39,GB,1584426401,93,51.38,1.39,44.6,9.17
419,Flinders,2,AU,1584426403,49,-34.58,150.86,73.99,10.29
420,Tomatlán,0,MX,1584426403,94,19.93,-105.25,67.8,2.08
421,Faya,40,SA,1584426150,63,18.39,42.45,68.0,13.87
422,Ambilobe,33,MG,1584426403,78,-13.2,49.05,83.64,2.98
423,Abalak,100,RU,1584426151,95,58.13,68.59,31.26,12.33
424,Maragheh,90,IR,1584426151,62,37.39,46.24,55.4,11.41
425,Palimbang,88,PH,1584426404,69,6.21,124.19,83.1,7.85
426,Kem',4,RU,1584426404,90,64.96,34.58,24.24,11.07
427,Lodwar,21,KE,1584426152,50,3.12,35.6,86.34,10.58
428,Ondjiva,88,AO,1584426405,85,-17.07,15.73,68.16,7.16
429,Hamilton,90,US,1584426330,75,39.18,-84.53,45.0,5.82
430,Vao,28,NC,1584426369,75,-22.67,167.48,78.06,16.04
431,Ak-Dovurak,20,RU,1584426405,95,51.18,90.6,31.26,3.13
432,Boa Vista,75,BR,1584426406,65,2.82,-60.67,82.4,4.7
433,Dubbo,0,AU,1584426406,31,-32.25,148.62,77.0,12.75
434,Tuatapere,1,NZ,1584426406,72,-46.13,167.68,52.0,3.0
435,Aureliana,0,PH,1584426153,62,10.89,121.98,80.4,8.39
436,Comodoro Rivadavia,75,AR,1584426406,87,-45.87,-67.5,57.2,11.61
437,Igrim,40,RU,1584426407,81,63.19,64.42,28.2,12.39
438,Starkville,1,US,1584426192,93,33.45,-88.82,62.6,1.61
439,Jijiga,76,ET,1584426408,57,9.35,42.8,70.86,9.15
440,Nemuro,75,JP,1584425857,55,43.32,145.57,35.6,11.41
441,Ortigueira,0,BR,1584426155,94,-24.21,-50.95,64.2,1.03
442,Codrington,93,AU,1584426337,52,-38.27,141.97,70.68,8.95
443,High Rock,52,BS,1584426409,81,26.62,-78.28,73.02,13.18
444,Mahébourg,75,MU,1584426353,78,-20.41,57.7,81.0,11.41
445,Rocha,0,UY,1584425998,93,-34.48,-54.33,55.56,5.82
446,Conceição do Araguaia,65,BR,1584426409,99,-8.26,-49.26,70.32,2.1
447,Hunchun,75,CN,1584426410,59,42.87,130.36,38.82,8.61
448,Majene,8,ID,1584426410,67,-3.54,118.97,84.72,5.82
449,Burns Lake,82,CA,1584426410,93,54.23,-125.75,22.8,2.39
450,Assiut,0,EG,1584426157,71,27.18,31.18,57.2,9.17
451,Rognan,75,NO,1584426411,74,67.1,15.39,35.6,16.11
452,Ventspils,29,LV,1584426388,100,57.39,21.56,30.2,1.12
453,Tijuana,90,MX,1584426411,87,32.53,-117.02,57.99,5.82
454,Oddur,78,SO,1584426411,68,4.12,43.89,79.5,21.72
455,Le Port,20,RE,1584426411,70,-20.94,55.29,86.0,3.36
456,Karlskrona,75,SE,1584426168,93,56.16,15.59,41.0,4.7
457,Atlantic City,90,US,1584426337,87,39.36,-74.42,44.01,5.82
458,Adrar,66,MR,1584426412,24,20.5,-10.07,63.48,11.03
459,Sarangani,81,PH,1584426412,75,5.4,125.46,81.48,20.76
460,Watsa,37,CD,1584426412,63,3.04,29.54,76.62,1.68
461,Khovd,99,MN,1584426413,15,48.01,91.64,47.64,1.66
462,General Roca,65,AR,1584426413,52,-39.03,-67.58,66.2,8.05
463,Kiruna,100,SE,1584425833,73,67.86,20.23,23.0,4.7
464,Olímpia,25,BR,1584426413,81,-20.74,-48.91,70.32,3.2
465,Taoudenni,89,ML,1584426413,13,22.68,-3.98,67.26,8.32
466,Viedma,100,AR,1584426414,55,-40.81,-63.0,67.8,6.4
467,La Ronge,20,CA,1584425847,60,55.1,-105.28,5.0,3.36
468,Moundou,98,TD,1584426414,16,8.57,16.08,72.3,3.11
469,Dunedin,28,NZ,1584426415,63,-45.87,170.5,54.0,5.86
470,Aykhal,75,RU,1584425833,70,66.0,111.5,-5.8,6.71
471,Biltine,33,TD,1584426415,13,14.53,20.92,75.72,13.11
472,Phan Thiet,35,VN,1584426162,40,10.93,108.1,91.2,17.52
473,Jiwani,0,PK,1584426416,56,25.05,61.74,73.56,1.86
474,Havre-St-Pierre,75,CA,1584425859,84,50.23,-63.6,-0.4,10.29
475,Olafsvik,98,IS,1584425829,75,64.89,-23.71,27.3,48.27
476,Nova Granada,33,BR,1584426416,74,-20.53,-49.31,69.24,3.0
477,Rabaul,65,PG,1584426416,72,-4.2,152.17,84.72,12.75
478,Matara,86,LK,1584426417,49,5.95,80.54,92.82,9.06
479,Varnavino,91,RU,1584426417,83,57.4,45.09,32.52,10.78
480,Nikolayevskaya,0,RU,1584426417,55,47.61,41.5,36.66,0.63
481,Abrau-Dyurso,0,RU,1584426164,55,44.69,37.59,33.8,6.71
482,Gazojak,77,TM,1584425821,51,41.19,61.4,61.68,5.88
483,Moerai,100,PF,1584426418,77,-22.43,-151.33,81.66,18.43
484,Pointe Michel,3,DM,1584426418,69,15.25,-61.38,77.52,7.49
485,Chapleau,97,CA,1584426418,95,47.84,-83.4,27.3,8.57
486,Gamba,100,GA,1584425831,90,-2.65,10.0,76.26,5.23
487,Xai-Xai,65,MZ,1584426419,77,-25.05,33.64,74.1,13.22
488,Lima,90,PE,1584425738,83,-12.04,-77.03,73.4,13.87
489,Inírida,67,CO,1584426166,90,3.87,-67.92,75.0,1.81
490,Hervey Bay,40,AU,1584426167,54,-25.3,152.85,81.0,17.22
491,Beloha,19,MG,1584426420,65,-25.17,45.05,78.78,7.45
492,Belaya Gora,43,RU,1584426421,93,68.53,146.42,-6.72,2.06
493,Cockburn Town,4,TC,1584426421,75,21.46,-71.14,75.0,16.96
494,Gwanda,99,ZW,1584426421,82,-20.93,29.0,65.64,17.47
495,Pontianak,30,ID,1584426170,82,-0.03,109.33,85.26,3.4
496,Zhuhai,40,CN,1584426391,88,22.28,113.57,75.99,8.05
497,Pangai,40,TO,1584425839,79,-19.8,-174.35,84.2,9.17
498,Ilhéus,77,BR,1584426422,91,-14.79,-39.05,73.56,5.35
499,Vostok,86,RU,1584425842,84,46.49,135.88,27.48,5.59
500,Buala,49,SB,1584426373,75,-8.14,159.59,82.74,3.42
501,Rørvik,75,NO,1584426423,60,64.86,11.24,41.0,16.11
502,Yarmouth,90,US,1584426155,59,41.71,-70.23,37.4,8.05
503,Kota Tinggi,75,MY,1584426423,49,1.74,103.9,91.99,14.99
504,Nuuk,0,GL,1584425706,46,64.18,-51.72,6.8,13.87
505,Chapais,90,CA,1584426424,92,49.78,-74.85,19.4,17.22
506,Englewood,90,US,1584426167,86,39.65,-104.99,39.99,5.82
507,Uray,99,RU,1584426424,89,60.12,64.78,31.62,7.43
508,Vizinga,100,RU,1584426424,85,61.07,50.1,30.36,11.23
509,Mastic Beach,90,US,1584426425,80,40.77,-72.85,42.01,14.99
510,Leningradskiy,100,RU,1584426425,73,69.38,178.42,23.88,7.2
511,Makakilo City,90,US,1584426425,100,21.35,-158.09,78.8,5.82
512,San Matías,70,BO,1584426425,89,-16.37,-58.4,75.0,4.52
513,Ekibastuz,100,KZ,1584426425,100,51.67,75.37,35.22,10.8
514,Kudahuvadhoo,19,MV,1584425837,75,2.67,72.89,84.18,12.86
515,Līsakovsk,13,KZ,1584426426,84,52.54,62.49,26.22,17.58
516,Dawson Creek,1,CA,1584426256,90,55.77,-120.24,32.0,6.93
517,Sambava,33,MG,1584426426,64,-14.27,50.17,84.54,1.92
518,Xining,0,CN,1584426426,26,36.62,101.77,45.84,4.99
519,Province of Trapani,40,IT,1584426174,87,37.83,12.67,57.0,3.36
520,Naze,75,JP,1584426427,59,28.37,129.48,64.4,8.05
521,Twin Falls,75,US,1584426253,75,42.56,-114.46,48.0,14.99
522,Aswān,0,EG,1584426427,37,24.09,32.91,66.2,5.82
523,Baiyin,0,CN,1584426175,27,36.56,104.21,51.8,11.18
524,Skhodnya,91,RU,1584426428,51,55.96,37.3,37.4,8.95
525,Mindelo,40,CV,1584426428,64,16.89,-24.98,68.0,16.11
526,Médéa,75,DZ,1584426428,93,36.26,2.75,59.0,8.05
527,Semporna,20,MY,1584426429,66,4.48,118.61,87.8,10.29
528,Mayo,90,US,1584426429,81,38.89,-76.51,45.0,4.7
529,Misratah,76,LY,1584426429,77,32.38,15.09,60.06,24.74
530,Ghogha,17,IN,1584426429,46,21.68,72.28,79.68,12.17
531,Alcázar de San Juan,38,ES,1584426429,100,39.39,-3.21,36.0,5.82
532,Alice Springs,0,AU,1584426430,18,-23.7,133.88,91.4,10.29
533,Gambēla,53,ET,1584426430,41,8.25,34.58,87.78,4.36
534,Hay River,40,CA,1584426430,70,60.82,-115.8,-5.8,4.7
535,Merritt Island,1,US,1584426430,88,28.54,-80.67,73.99,4.7
536,Tupã,0,BR,1584426310,91,-21.93,-50.51,71.4,3.56
537,Kozluk,75,TR,1584426431,87,38.19,41.49,55.4,14.99
538,Yelizovo,93,RU,1584426431,50,53.19,158.38,28.4,4.47
539,La Seyne-sur-Mer,52,FR,1584426431,66,43.1,5.88,55.99,4.7
540,Port Hedland,0,AU,1584426431,47,-20.32,118.57,98.6,14.99
541,Banjar,20,ID,1584426432,75,-8.19,114.97,89.6,11.41
542,Picota,100,PE,1584426179,99,-6.92,-76.33,71.76,0.81
543,Nioro,12,GM,1584426432,42,13.35,-15.75,66.0,5.59
544,São Geraldo do Araguaia,100,BR,1584426179,98,-6.4,-48.55,69.6,1.3
545,Awjilah,0,LY,1584426180,71,29.11,21.29,60.06,18.66
546,Candoni,0,PH,1584426433,68,9.82,122.6,81.66,11.54
547,Kamariótissa,20,GR,1584426433,56,40.48,25.47,42.8,4.7
548,Ambon City,40,ID,1584426348,66,-3.7,128.18,89.6,8.05
549,Coxim,7,BR,1584426434,80,-18.51,-54.76,75.0,5.59
550,Manokwari,100,ID,1584426434,73,-0.87,134.08,78.24,4.09
551,Vestmanna,97,FO,1584426434,74,62.16,-7.17,37.4,21.92
552,Honiara,20,SB,1584426434,66,-9.43,159.95,87.8,11.41
553,Hailar,43,CN,1584426434,86,49.2,119.7,27.3,13.22
554,Galle,97,LK,1584426315,78,6.04,80.22,81.84,3.91
555,Chimbote,99,PE,1584426435,67,-9.09,-78.58,76.08,3.53
556,Ust-Nera,24,RU,1584426435,92,64.57,143.2,-11.22,3.62
557,Khani,90,GE,1584426435,93,41.96,42.96,37.4,4.7
