,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
375,Rechka Vydrino,0,RU,1584508690,49,51.48,104.85,34.07,2.26
376,Fairbanks,90,US,1584508690,74,64.84,-147.72,32.0,2.33
377,Topolovgrad,20,BG,1584508691,100,42.08,26.33,26.6,2.24
378,Ribeira Grande,48,PT,1584508691,91,38.52,-28.7,58.37,12.19
379,Marsh Harbour,72,BS,1584508691,74,26.54,-77.06,71.51,11.3
380,Teya,100,RU,1584508691,87,60.38,92.63,28.31,16.55
381,Meulaboh,58,ID,1584508692,71,4.14,96.13,84.29,4.74
382,Noyabrsk,67,RU,1584508692,79,63.2,75.45,19.13,21.65
383,Rāhuri,0,IN,1584508692,29,19.38,74.65,91.31,4.9
384,Myitkyina,31,MM,1584508692,19,25.38,97.4,97.43,1.59
385,Mosquera,75,CO,1584508630,93,4.71,-74.23,51.8,3.36
386,Ghanzi,0,BW,1584508693,75,-21.57,21.78,66.83,12.53
387,Burns Lake,0,CA,1584508693,92,54.23,-125.75,23.45,1.48
388,Vila Franca do Campo,20,PT,1584508693,82,37.72,-25.43,55.4,3.36
389,Coahuayana Viejo,0,MX,1584508693,78,18.73,-103.68,69.71,4.47
390,Tretten,52,NO,1584508694,97,61.31,10.3,15.53,1.34
391,Andros Town,40,BS,1584508694,73,24.7,-77.77,73.4,6.93
392,Foumbot,94,CM,1584508694,73,5.51,10.64,63.77,2.06
393,Panjāb,18,AF,1584508695,87,34.39,67.02,27.77,3.76
394,Ilulissat,96,GL,1584508695,46,69.22,-51.1,6.8,26.4
395,Havelock,90,US,1584508695,87,34.88,-76.9,59.0,9.17
396,Poum,2,NC,1584508695,76,-20.23,164.02,79.61,18.7
397,Evensk,100,RU,1584508695,84,61.95,159.23,10.67,3.76
398,Porto Santo,75,PT,1584508696,62,33.07,-16.34,60.8,20.8
399,Atasū,88,KZ,1584508696,74,48.68,71.64,27.23,1.07
400,Gobabis,89,NA,1584508696,93,-22.45,18.97,64.4,5.82
401,Mahon,84,ES,1584508696,93,39.89,4.27,55.4,6.93
402,San,68,ML,1584508595,26,13.3,-4.9,79.97,5.55
403,Taltal,0,CL,1584508697,91,-25.4,-70.48,56.21,2.01
404,Sudogda,90,RU,1584508697,82,55.95,40.86,36.95,11.16
405,Kiama,0,AU,1584508697,26,-34.68,150.87,84.2,11.41
406,Niquelândia,77,BR,1584508697,94,-14.47,-48.46,69.17,1.21
407,Kuril'sk,0,RU,1584508698,64,45.23,147.88,34.43,7.07
408,Kibiti,98,TZ,1584508698,92,-7.72,38.94,75.11,3.42
409,Hofn,97,IS,1584508698,96,64.25,-15.21,35.15,31.74
410,Pemangkat,40,ID,1584508698,81,1.17,108.97,83.39,12.48
411,Bathsheba,20,BB,1584508699,73,13.22,-59.52,77.0,10.29
412,Chipinge,25,ZW,1584508699,75,-20.19,32.62,68.27,1.39
413,Ust-Nera,40,RU,1584508699,92,64.57,143.2,-5.89,3.78
414,Derzhavīnsk,32,KZ,1584508700,93,51.1,66.32,22.19,11.21
415,Valdepeñas,53,ES,1584508700,88,38.76,-3.38,48.99,14.0
416,Isangel,90,VU,1584508700,74,-19.55,169.27,80.6,11.41
417,Beatrice,90,US,1584508700,87,40.27,-96.75,43.0,9.17
418,Rome,1,US,1584508444,63,43.21,-75.46,34.0,3.36
419,Nabire,55,ID,1584508701,62,-3.37,135.48,85.91,6.44
420,Phan Thiet,9,VN,1584508701,47,10.93,108.1,89.69,14.23
421,Kabelvåg,75,NO,1584508701,80,68.21,14.48,37.99,5.82
422,Nioaque,23,BR,1584508701,88,-21.14,-55.83,74.03,2.68
423,Chervone,11,UA,1584508702,85,49.96,28.86,37.67,2.28
424,Antalaha,0,MG,1584508702,80,-14.9,50.28,79.25,6.17
425,Husavik,90,IS,1584508702,94,66.04,-17.34,32.0,28.86
426,San Juan,0,AR,1584508656,59,-31.54,-68.54,68.09,9.57
427,Bondo,99,CD,1584508703,77,3.81,23.69,76.37,2.44
428,Hay River,75,CA,1584508703,83,60.82,-115.8,-7.6,4.7
429,Baoro,100,CF,1584508703,37,5.67,15.97,68.63,3.27
430,Doctor Juan León Mallorquín,30,PY,1584508703,88,-25.4,-55.27,75.2,4.54
431,Annau,75,TM,1584508703,71,37.89,58.52,55.4,11.41
432,Rabo de Peixe,20,PT,1584508704,82,37.8,-25.58,55.4,3.36
433,Plácido de Castro,83,BR,1584508704,99,-10.34,-67.19,71.69,2.73
434,Owando,100,CG,1584508704,85,-0.48,15.9,74.75,3.22
435,Ronse,21,BE,1584508704,93,50.75,3.6,45.0,4.7
436,Prattville,1,US,1584508436,88,32.46,-86.46,64.99,2.66
437,Sisimiut,100,GL,1584508705,62,66.94,-53.67,7.97,20.2
438,Takaka,53,NZ,1584508705,54,-40.85,172.8,63.0,1.01
439,Saint George,40,US,1584508705,57,37.1,-113.58,51.8,3.36
440,Kysyl-Syr,0,RU,1584508705,90,63.9,122.76,-4.81,5.08
441,Mporokoso,100,ZM,1584508706,98,-9.37,30.12,64.31,2.19
442,San Nicolas,40,PH,1584508706,62,18.17,120.6,86.0,5.82
443,Kem',89,RU,1584508706,84,64.96,34.58,34.61,14.5
444,Maceió,75,BR,1584508581,94,-9.67,-35.74,77.0,2.24
445,Kavieng,100,PG,1584508707,87,-2.57,150.8,79.61,15.84
446,Anloga,20,GH,1584508707,78,5.79,0.9,82.4,12.75
447,Tilichiki,100,RU,1584508707,89,60.47,166.1,20.21,11.1
448,Port Augusta,0,AU,1584508707,14,-32.5,137.77,96.8,11.41
449,Cairns,90,AU,1584508670,69,-16.92,145.77,84.0,12.75
450,Ambad,83,IN,1584508708,28,19.62,75.8,88.43,8.25
451,Yerofey Pavlovich,100,RU,1584508708,80,53.97,121.97,32.09,7.4
452,Maryville,90,US,1584508709,82,35.76,-83.97,57.2,5.26
453,Muscat,0,OM,1584508709,69,23.61,58.59,75.2,5.82
454,Marzuq,86,YE,1584508709,39,14.4,46.47,81.05,5.5
455,Berdsk,40,RU,1584508688,92,54.76,83.1,32.0,20.13
456,Padang,99,ID,1584508496,75,-0.95,100.35,81.05,3.2
457,Cabanglasan,53,PH,1584508710,42,8.12,125.33,87.35,7.18
458,Lengshuitan,97,CN,1584508710,77,26.41,111.6,63.77,4.56
459,Kapuskasing,20,CA,1584508710,78,49.42,-82.43,8.6,6.93
460,Horodkivka,11,UA,1584508710,85,49.91,28.98,37.67,2.28
461,Bell Ville,48,AR,1584508711,98,-32.63,-62.69,61.0,1.99
462,Christchurch,0,NZ,1584508711,55,-43.53,172.63,60.8,16.11
463,Qasigiannguit,96,GL,1584508711,46,68.82,-51.19,6.8,26.4
464,Villa Sandino,10,NI,1584508711,96,12.05,-84.99,69.17,7.99
465,Mayo,1,US,1584508712,66,38.89,-76.51,53.6,5.82
466,Uinskoye,94,RU,1584508712,90,56.88,56.58,29.93,9.8
467,Tautira,75,PF,1584508712,74,-17.73,-149.15,84.2,3.36
468,Jiuquan,32,CN,1584508712,18,39.74,98.52,45.23,3.74
469,Gijang,0,KR,1584508713,25,35.24,129.21,60.8,3.36
470,Kloulklubed,75,PW,1584508713,66,7.04,134.26,86.0,11.41
471,Banikoara,100,BJ,1584508713,14,11.3,2.44,74.75,2.01
472,Bac Lieu,82,VN,1584508713,32,9.29,105.72,97.07,16.2
473,Ratnagiri,67,IN,1584508714,26,16.98,73.3,99.23,5.66
474,Wichita Falls,100,US,1584508645,93,33.91,-98.49,60.01,12.75
475,Kropotkin,91,RU,1584508714,58,45.44,40.58,34.0,18.28
476,La Libertad,53,EC,1584508714,75,-2.23,-80.9,79.79,5.01
477,Necochea,82,AR,1584508714,92,-38.55,-58.74,60.01,4.0
478,Lexington,1,US,1584508715,100,37.99,-84.48,45.0,3.36
479,Palmer,1,US,1584508715,56,42.16,-72.33,41.0,14.99
480,Yinzhu,0,CN,1584508715,35,35.88,119.98,69.8,20.13
481,Banjar,20,ID,1584508715,79,-8.19,114.97,89.6,9.17
482,Lavrentiya,46,RU,1584508716,89,65.58,-171.0,22.73,11.9
483,Kutum,83,SD,1584508716,17,14.2,24.67,67.19,8.1
484,Mount Isa,0,AU,1584508716,23,-20.73,139.5,93.2,8.05
485,Bantou,100,CN,1584508716,90,26.22,117.49,60.53,2.06
486,Bajil,100,YE,1584508717,70,15.06,43.29,78.17,4.03
487,Vodstroy,41,RU,1584508717,68,48.84,44.56,26.6,3.76
488,Wanning,87,CN,1584508717,71,18.8,110.4,76.37,5.99
489,Ternate,27,ID,1584508717,75,0.8,127.4,82.49,4.0
490,Taoudenni,83,ML,1584508717,16,22.68,-3.98,68.81,8.12
491,Kovūr,14,IN,1584508718,36,14.48,79.98,94.19,11.61
492,Gumdag,58,TM,1584508718,56,39.21,54.59,56.03,6.51
493,Mumford,100,GH,1584508718,91,5.26,-0.76,77.63,4.21
494,Powell,75,US,1584508511,86,40.16,-83.08,35.6,3.91
495,Beyneu,0,KZ,1584508719,49,45.32,55.2,45.23,11.86
496,Berdigestyakh,68,RU,1584508719,84,62.1,126.7,5.63,8.03
497,Pangnirtung,100,CA,1584508719,73,66.15,-65.71,1.67,17.52
498,Zhangaözen,100,KZ,1584508719,81,43.3,52.8,42.17,16.69
499,Ambilobe,10,MG,1584508720,76,-13.2,49.05,84.29,2.46
500,‘Āhuimanu,90,US,1584508720,88,21.44,-157.84,75.2,11.41
501,Ulaanbaatar,40,MN,1584508720,46,47.91,106.88,28.4,15.66
502,Puerto Boyacá,100,CO,1584508720,89,5.98,-74.59,74.21,0.25
503,Grindavik,90,IS,1584508721,86,63.84,-22.43,32.0,26.4
504,Boende,100,CD,1584508721,94,-0.22,20.87,72.95,3.22
505,Traverse City,1,US,1584508721,85,44.76,-85.62,30.0,8.5
506,Raudeberg,40,NO,1584508690,80,61.99,5.14,39.2,20.8
507,Elko,90,US,1584508722,55,41.0,-115.5,35.6,3.36
508,Houma,1,US,1584508722,94,29.6,-90.72,70.0,6.93
509,Bilma,0,NE,1584508722,10,18.69,12.92,69.53,9.26
510,Leopold,100,AU,1584508722,34,-38.18,144.47,82.99,19.46
511,Riyadh,40,SA,1584508508,40,24.69,46.72,69.8,4.7
512,Davila,40,PH,1584508723,62,18.47,120.58,86.0,5.82
513,Kondinskoye,3,RU,1584508723,83,59.65,67.41,26.51,11.61
514,La Palma,1,US,1584508723,62,33.85,-118.05,54.0,5.48
515,Tarakan,11,ID,1584508723,70,3.3,117.63,83.21,11.21
516,Likasi,100,CD,1584508724,98,-10.98,26.73,63.05,4.18
517,Araouane,85,ML,1584508724,12,18.9,-3.53,73.67,8.81
518,Caluquembe,100,AO,1584508724,98,-13.78,14.68,61.43,5.26
519,Severnoye,85,RU,1584508724,90,56.35,78.36,31.01,14.14
520,Opuwo,93,NA,1584508724,80,-18.06,13.84,68.99,11.3
521,Lambaréné,100,GA,1584508725,98,-0.7,10.24,76.37,0.51
522,Yangi Marg`ilon,62,UZ,1584508725,39,40.43,71.72,64.4,6.89
523,Kokoda,77,PG,1584508725,90,-8.88,147.74,68.09,4.94
524,Monrovia,53,LR,1584508650,87,6.3,-10.8,79.79,5.53
525,Blackpool,75,GB,1584508725,100,53.82,-3.05,46.4,10.29
526,Dalvik,90,IS,1584508726,93,65.97,-18.53,32.0,28.86
527,Los Llanos de Aridane,90,ES,1584508726,77,28.66,-17.92,60.8,14.99
528,Quatre Cocos,40,MU,1584508726,78,-20.21,57.76,82.4,6.93
529,Boyabat,90,TR,1584508727,93,41.47,34.77,35.6,10.29
530,Severnyy,0,RU,1584508727,74,50.68,36.55,28.4,6.71
531,Xining,13,CN,1584508727,25,36.62,101.77,47.57,5.12
532,Saint-Paul,75,RE,1584508728,66,-21.01,55.27,86.0,4.7
533,Touho,56,NC,1584508728,83,-20.78,165.23,74.21,4.12
534,Soyo,98,AO,1584508728,91,-6.13,12.37,77.45,1.34
535,Korla,85,CN,1584508728,22,41.76,86.15,49.37,4.88
536,Omsukchan,100,RU,1584508729,95,62.53,155.8,6.71,5.41
537,Adelaide,69,AU,1584508513,24,-34.93,138.6,91.0,9.17
538,Beringovskiy,99,RU,1584508729,90,63.05,179.32,28.85,6.35
539,Huilong,1,CN,1584508730,39,31.81,121.66,75.99,4.0
540,Mawlaik,0,MM,1584508730,13,23.63,94.42,99.77,2.1
541,Topeka,90,US,1584508730,81,39.05,-95.68,48.99,12.75
542,Alofi,100,NU,1584508730,79,-19.06,-169.92,84.2,10.29
543,Bara,91,NG,1584508730,11,10.37,10.73,69.71,4.59
544,Souillac,40,MU,1584508731,78,-20.52,57.52,82.4,6.93
545,Kapra,0,IN,1584508731,40,17.48,78.56,87.8,9.17
546,Bafra,75,TR,1584508731,80,41.57,35.91,41.0,16.11
547,Shibukawa,0,JP,1584508731,20,36.48,139.0,60.01,8.01
548,Kanye,7,BW,1584508732,70,-24.97,25.33,64.49,10.25
549,Gizo Government Station,41,SB,1584508732,75,-8.1,156.84,81.77,6.8
550,Sur,0,OM,1584508732,30,22.57,59.53,78.89,5.37
551,Twentynine Palms,75,US,1584508732,39,34.14,-116.05,60.8,8.05
552,Nome,90,US,1584508732,92,64.5,-165.41,30.2,17.22
553,Kovdor,100,RU,1584508733,95,67.57,30.48,29.93,11.25
554,Acapetahua,5,MX,1584508733,78,15.28,-92.7,80.6,2.08
555,Coquimbo,0,CL,1584508466,93,-29.95,-71.34,57.2,2.24
556,Wewak,77,PG,1584508733,74,-3.55,143.63,83.39,10.78
557,Saint-Joseph,40,RE,1584508734,69,-21.37,55.62,86.0,3.36
558,Gondanglegi,43,ID,1584508734,80,-7.75,112.01,84.11,5.66
559,Amudat,100,UG,1584508734,56,1.95,34.95,75.29,6.64
560,Sijunjung,78,ID,1584508735,50,-0.69,100.95,88.79,2.66
561,Guerrero Negro,18,MX,1584508735,69,27.98,-114.06,61.61,9.89
562,Kunming,40,CN,1584508735,37,25.04,102.72,73.0,22.37
563,Batticaloa,93,LK,1584508735,58,7.71,81.69,88.25,8.43
564,Nantucket,1,US,1584508735,81,41.28,-70.1,42.8,9.17
565,Warragul,100,AU,1584508736,48,-38.17,145.93,82.99,1.01
566,Pechora,100,RU,1584508736,80,65.15,57.22,27.23,11.59
567,Ţahţā,0,EG,1584508736,61,26.77,31.5,53.51,13.24
568,Zyryanka,1,RU,1584508736,78,65.75,150.85,2.57,4.81
569,Atar,65,MR,1584508700,38,20.52,-13.05,59.27,11.25
570,Bull Savanna,8,JM,1584508737,91,17.89,-77.59,64.67,4.41
571,Batăr,78,RO,1584508737,80,46.7,21.82,36.0,8.05
572,Vila,0,PT,1584508737,81,42.03,-8.16,57.0,5.82
573,Monterey,1,US,1584508737,75,36.25,-121.25,48.0,1.81
574,Kaduna,100,NG,1584508563,9,10.52,7.44,71.51,7.45
575,Belmonte,20,BR,1584508738,94,-15.86,-38.88,75.2,2.24
576,Barabai,22,ID,1584508738,43,-2.58,115.38,93.29,5.35
577,Rockwall,90,US,1584508738,100,32.9,-96.4,68.0,6.93
578,Acapulco de Juárez,5,MX,1584508643,78,16.86,-99.89,82.4,6.93
579,Lorengau,100,PG,1584508739,80,-2.02,147.27,81.05,12.82
580,Banda Aceh,90,ID,1584508739,55,5.56,95.32,88.07,10.22
581,Pochutla,34,MX,1584508739,73,15.74,-96.47,80.01,14.79
582,Beloha,63,MG,1584508740,64,-25.17,45.05,74.03,11.56
583,Chhatarpur,0,IN,1584508586,16,24.9,79.6,85.91,5.82
584,Cedar City,20,US,1584508740,80,37.68,-113.06,39.2,14.99
585,Iranshahr,6,IR,1584508740,30,27.2,60.68,69.8,4.12
586,Khao Wong,75,TH,1584508740,66,16.7,104.09,91.0,6.93
587,Inhambane,20,MZ,1584508741,73,-23.86,35.38,73.4,11.74
588,Maridi,100,SS,1584508741,57,4.92,29.47,77.81,2.26
589,Salinas,1,US,1584508623,75,36.68,-121.66,48.2,3.36
590,Isla Vista,1,US,1584508551,87,34.41,-119.86,51.8,3.44
591,Skjervøy,75,NO,1584508742,79,70.03,20.97,33.8,9.17
592,Erzincan Province,90,TR,1584508742,94,39.75,39.5,32.0,7.11
593,Jertih,40,MY,1584508742,70,5.73,102.49,86.0,10.29
594,Taicheng,23,CN,1584508743,9,38.73,113.23,64.13,29.77
595,Pitimbu,75,BR,1584508743,94,-7.47,-34.81,77.0,1.12
596,Mabaruma,24,GY,1584508743,98,8.2,-59.78,69.17,1.28
597,Žemaičių Naumiestis,89,LT,1584508743,86,55.36,21.7,43.43,15.23
598,Seminole,1,US,1584508743,83,28.71,-81.21,73.4,3.36
599,Banamba,89,ML,1584508744,14,13.55,-7.45,72.41,6.96
600,Purificación,99,CO,1584508744,84,3.86,-74.93,76.19,3.33
601,Porto-Vecchio,0,FR,1584508744,87,41.59,9.28,50.0,6.93
